model,package,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M10954,SFR,0.0001,1.00E-05,0.25,-0.5,0.05,0.034025,0.2025,nSEG,2,LIDAR,-0.015025,-0.0025,0.790789474,0.0125,0.401644737
M10955,SFR,0.0001,1.00E-05,0.25,-0.5,0.08,0.033664,0.2573,nSEG,2,LIDAR,-0.014664,-0.0573,0.771789474,0.2865,0.529144737
M10956,SFR,0.0001,1.00E-05,0.25,-0.25,0.03,0.034372,0.1414,nSEG,2,LIDAR,-0.015372,0.0586,0.809052632,0.293,0.551026316
M10957,SFR,0.0001,1.00E-05,0.25,-0.25,0.035,0.034296,0.1526,nSEG,2,LIDAR,-0.015296,0.0474,0.805052632,0.237,0.521026316
M10958,SFR,0.0001,1.00E-05,0.25,-0.25,0.04,0.034225,0.1632,nSEG,2,LIDAR,-0.015225,0.0368,0.801315789,0.184,0.492657895
M10959,SFR,0.0001,1.00E-05,0.25,-0.25,0.05,0.034093,0.1826,nSEG,2,LIDAR,-0.015093,0.0174,0.794368421,0.087,0.440684211
M10960,SFR,0.0001,1.00E-05,0.25,-0.25,0.08,0.033752,0.2318,nSEG,2,LIDAR,-0.014752,-0.0318,0.776421053,0.159,0.467710526
M10961,SFR,0.0001,1.00E-05,0.25,0,0.03,0.034404,0.1316,nSEG,2,LIDAR,-0.015404,0.0684,0.810736842,0.342,0.576368421
M10962,SFR,0.0001,1.00E-05,0.25,0,0.035,0.034331,0.142,nSEG,2,LIDAR,-0.015331,0.058,0.806894737,0.29,0.548447368
M10963,SFR,0.0001,1.00E-05,0.25,0,0.04,0.034263,0.1518,nSEG,2,LIDAR,-0.015263,0.0482,0.803315789,0.241,0.522157895
M10964,SFR,0.0001,1.00E-05,0.25,0,0.05,0.034137,0.1697,nSEG,2,LIDAR,-0.015137,0.0303,0.796684211,0.1515,0.474092105
M10965,SFR,0.0001,1.00E-05,0.25,0,0.08,0.033809,0.2152,nSEG,2,LIDAR,-0.014809,-0.0152,0.779421053,0.076,0.427710526
M10966,SFR,0.0001,1.00E-05,0.25,0.25,0.03,0.034427,0.1246,nSEG,2,LIDAR,-0.015427,0.0754,0.811947368,0.377,0.594473684
M10967,SFR,0.0001,1.00E-05,0.25,0.25,0.035,0.034357,0.1344,nSEG,2,LIDAR,-0.015357,0.0656,0.808263158,0.328,0.568131579
M10968,SFR,0.0001,1.00E-05,0.25,0.25,0.04,0.034291,0.1435,nSEG,2,LIDAR,-0.015291,0.0565,0.804789474,0.2825,0.543644737
M10969,SFR,0.0001,1.00E-05,0.25,0.25,0.05,0.034168,0.1604,nSEG,2,LIDAR,-0.015168,0.0396,0.798315789,0.198,0.498157895
M10970,SFR,0.0001,1.00E-05,0.25,0.25,0.08,0.03385,0.2032,nSEG,2,LIDAR,-0.01485,-0.0032,0.781578947,0.016,0.398789474
M10971,SFR,0.0001,1.00E-05,0.25,0.5,0.03,0.034446,0.1192,nSEG,2,LIDAR,-0.015446,0.0808,0.812947368,0.404,0.608473684
M10972,SFR,0.0001,1.00E-05,0.25,0.5,0.035,0.034377,0.1284,nSEG,2,LIDAR,-0.015377,0.0716,0.809315789,0.358,0.583657895
M10973,SFR,0.0001,1.00E-05,0.25,0.5,0.04,0.034312,0.1371,nSEG,2,LIDAR,-0.015312,0.0629,0.805894737,0.3145,0.560197368
M10974,SFR,0.0001,1.00E-05,0.25,0.5,0.05,0.034192,0.1532,nSEG,2,LIDAR,-0.015192,0.0468,0.799578947,0.234,0.516789474
M10975,SFR,0.0001,1.00E-05,0.25,0.5,0.08,0.033882,0.194,nSEG,2,LIDAR,-0.014882,0.006,0.783263158,0.03,0.406631579
M10976,SFR,0.0001,1.00E-05,0.5,-0.5,0.03,0.034342,0.1565,nSEG,2,LIDAR,-0.015342,0.0435,0.807473684,0.2175,0.512486842
M10977,SFR,0.0001,1.00E-05,0.5,-0.5,0.035,0.034265,0.1691,nSEG,2,LIDAR,-0.015265,0.0309,0.803421053,0.1545,0.478960526
M10978,SFR,0.0001,1.00E-05,0.5,-0.5,0.04,0.034191,0.1809,nSEG,2,LIDAR,-0.015191,0.0191,0.799526316,0.0955,0.447513158
M10979,SFR,0.0001,1.00E-05,0.5,-0.5,0.05,0.034053,0.2026,nSEG,2,LIDAR,-0.015053,-0.0026,0.792263158,0.013,0.402631579
M10980,SFR,0.0001,1.00E-05,0.5,-0.5,0.08,0.033701,0.2574,nSEG,2,LIDAR,-0.014701,-0.0574,0.773736842,0.287,0.530368421
M10981,SFR,0.0001,1.00E-05,0.5,-0.25,0.03,0.034392,0.1414,nSEG,2,LIDAR,-0.015392,0.0586,0.810105263,0.293,0.551552632
M10982,SFR,0.0001,1.00E-05,0.5,-0.25,0.035,0.034319,0.1527,nSEG,2,LIDAR,-0.015319,0.0473,0.806263158,0.2365,0.521381579
M10983,SFR,0.0001,1.00E-05,0.5,-0.25,0.04,0.03425,0.1632,nSEG,2,LIDAR,-0.01525,0.0368,0.802631579,0.184,0.493315789
M10984,SFR,0.0001,1.00E-05,0.5,-0.25,0.05,0.034121,0.1827,nSEG,2,LIDAR,-0.015121,0.0173,0.795842105,0.0865,0.441171053
M10985,SFR,0.0001,1.00E-05,0.5,-0.25,0.08,0.033789,0.2319,nSEG,2,LIDAR,-0.014789,-0.0319,0.778368421,0.1595,0.468934211
M10986,SFR,0.0001,1.00E-05,0.5,0,0.03,0.034425,0.1317,nSEG,2,LIDAR,-0.015425,0.0683,0.811842105,0.3415,0.576671053
M10987,SFR,0.0001,1.00E-05,0.5,0,0.035,0.034354,0.1421,nSEG,2,LIDAR,-0.015354,0.0579,0.808105263,0.2895,0.548802632
M10988,SFR,0.0001,1.00E-05,0.5,0,0.04,0.034288,0.1518,nSEG,2,LIDAR,-0.015288,0.0482,0.804631579,0.241,0.522815789
M10989,SFR,0.0001,1.00E-05,0.5,0,0.05,0.034165,0.1698,nSEG,2,LIDAR,-0.015165,0.0302,0.798157895,0.151,0.474578947
M10990,SFR,0.0001,1.00E-05,0.5,0,0.08,0.033846,0.2153,nSEG,2,LIDAR,-0.014846,-0.0153,0.781368421,0.0765,0.428934211
M10991,SFR,0.0001,1.00E-05,0.5,0.25,0.03,0.034448,0.1246,nSEG,2,LIDAR,-0.015448,0.0754,0.813052632,0.377,0.595026316
M10992,SFR,0.0001,1.00E-05,0.5,0.25,0.035,0.03438,0.1344,nSEG,2,LIDAR,-0.01538,0.0656,0.809473684,0.328,0.568736842
M10993,SFR,0.0001,1.00E-05,0.5,0.25,0.04,0.034315,0.1436,nSEG,2,LIDAR,-0.015315,0.0564,0.806052632,0.282,0.544026316
M10994,SFR,0.0001,1.00E-05,0.5,0.25,0.05,0.034196,0.1605,nSEG,2,LIDAR,-0.015196,0.0395,0.799789474,0.1975,0.498644737
M10995,SFR,0.0001,1.00E-05,0.5,0.25,0.08,0.033887,0.2033,nSEG,2,LIDAR,-0.014887,-0.0033,0.783526316,0.0165,0.400013158
M10996,SFR,0.0001,1.00E-05,0.5,0.5,0.03,0.034466,0.1192,nSEG,2,LIDAR,-0.015466,0.0808,0.814,0.404,0.609
M10997,SFR,0.0001,1.00E-05,0.5,0.5,0.035,0.034399,0.1285,nSEG,2,LIDAR,-0.015399,0.0715,0.810473684,0.3575,0.583986842
M10998,SFR,0.0001,1.00E-05,0.5,0.5,0.04,0.034336,0.1372,nSEG,2,LIDAR,-0.015336,0.0628,0.807157895,0.314,0.560578947
M10999,SFR,0.0001,1.00E-05,0.5,0.5,0.05,0.03422,0.1532,nSEG,2,LIDAR,-0.01522,0.0468,0.801052632,0.234,0.517526316
M11000,SFR,0.0001,1.00E-05,0.5,0.5,0.08,0.033919,0.1941,nSEG,2,LIDAR,-0.014919,0.0059,0.785210526,0.0295,0.407355263
M11001,SFR,0.0001,5.50E-05,-0.5,-0.5,0.03,0.069197,0.2246,nSEG,2,LIDAR,-0.050197,-0.0246,2.641947368,0.123,1.382473684
M11002,SFR,0.0001,5.50E-05,-0.5,-0.5,0.035,0.069089,0.2432,nSEG,2,LIDAR,-0.050089,-0.0432,2.636263158,0.216,1.426131579
M11003,SFR,0.0001,5.50E-05,-0.5,-0.5,0.04,0.068989,0.2605,nSEG,2,LIDAR,-0.049989,-0.0605,2.631,0.3025,1.46675
M11004,SFR,0.0001,5.50E-05,-0.5,-0.5,0.05,0.068746,0.2922,nSEG,2,LIDAR,-0.049746,-0.0922,2.618210526,0.461,1.539605263
M11005,SFR,0.0001,5.50E-05,-0.5,-0.5,0.08,0.068191,0.3717,nSEG,2,LIDAR,-0.049191,-0.1717,2.589,0.8585,1.72375
M11006,SFR,0.0001,5.50E-05,-0.5,-0.25,0.03,0.069286,0.2022,nSEG,2,LIDAR,-0.050286,-0.0022,2.646631579,0.011,1.328815789
M11007,SFR,0.0001,5.50E-05,-0.5,-0.25,0.035,0.069182,0.2189,nSEG,2,LIDAR,-0.050182,-0.0189,2.641157895,0.0945,1.367828947
M11008,SFR,0.0001,5.50E-05,-0.5,-0.25,0.04,0.069086,0.2345,nSEG,2,LIDAR,-0.050086,-0.0345,2.636105263,0.1725,1.404302632
M11009,SFR,0.0001,5.50E-05,-0.5,-0.25,0.05,0.068913,0.2632,nSEG,2,LIDAR,-0.049913,-0.0632,2.627,0.316,1.4715
M11010,SFR,0.0001,5.50E-05,-0.5,-0.25,0.08,0.06837,0.335,nSEG,2,LIDAR,-0.04937,-0.135,2.598421053,0.675,1.636710526
M11011,SFR,0.0001,5.50E-05,-0.5,0,0.03,0.069343,0.1878,nSEG,2,LIDAR,-0.050343,0.0122,2.649631579,0.061,1.355315789
M11012,SFR,0.0001,5.50E-05,-0.5,0,0.035,0.069244,0.2032,nSEG,2,LIDAR,-0.050244,-0.0032,2.644421053,0.016,1.330210526
M11013,SFR,0.0001,5.50E-05,-0.5,0,0.04,0.069151,0.2177,nSEG,2,LIDAR,-0.050151,-0.0177,2.639526316,0.0885,1.364013158
M11014,SFR,0.0001,5.50E-05,-0.5,0,0.05,0.068983,0.2443,nSEG,2,LIDAR,-0.049983,-0.0443,2.630684211,0.2215,1.426092105
M11015,SFR,0.0001,5.50E-05,-0.5,0,0.08,0.06848,0.311,nSEG,2,LIDAR,-0.04948,-0.111,2.604210526,0.555,1.579605263
M11016,SFR,0.0001,5.50E-05,-0.5,0.25,0.03,0.069383,0.1774,nSEG,2,LIDAR,-0.050383,0.0226,2.651736842,0.113,1.382368421
M11017,SFR,0.0001,5.50E-05,-0.5,0.25,0.035,0.069289,0.1919,nSEG,2,LIDAR,-0.050289,0.0081,2.646789474,0.0405,1.343644737
M11018,SFR,0.0001,5.50E-05,-0.5,0.25,0.04,0.0692,0.2055,nSEG,2,LIDAR,-0.0502,-0.0055,2.642105263,0.0275,1.334802632
M11019,SFR,0.0001,5.50E-05,-0.5,0.25,0.05,0.069035,0.2305,nSEG,2,LIDAR,-0.050035,-0.0305,2.633421053,0.1525,1.392960526
M11020,SFR,0.0001,5.50E-05,-0.5,0.25,0.08,0.068568,0.2936,nSEG,2,LIDAR,-0.049568,-0.0936,2.608842105,0.468,1.538421053
M11021,SFR,0.0001,5.50E-05,-0.5,0.5,0.03,0.069412,0.1693,nSEG,2,LIDAR,-0.050412,0.0307,2.653263158,0.1535,1.403381579
M11022,SFR,0.0001,5.50E-05,-0.5,0.5,0.035,0.069324,0.1831,nSEG,2,LIDAR,-0.050324,0.0169,2.648631579,0.0845,1.366565789
M11023,SFR,0.0001,5.50E-05,-0.5,0.5,0.04,0.069237,0.1961,nSEG,2,LIDAR,-0.050237,0.0039,2.644052632,0.0195,1.331776316
M11024,SFR,0.0001,5.50E-05,-0.5,0.5,0.05,0.069076,0.2199,nSEG,2,LIDAR,-0.050076,-0.0199,2.635578947,0.0995,1.367539474
M11025,SFR,0.0001,5.50E-05,-0.5,0.5,0.08,0.068629,0.2801,nSEG,2,LIDAR,-0.049629,-0.0801,2.612052632,0.4005,1.506276316
M11026,SFR,0.0001,5.50E-05,-0.25,-0.5,0.03,0.069241,0.2246,nSEG,2,LIDAR,-0.050241,-0.0246,2.644263158,0.123,1.383631579
M11027,SFR,0.0001,5.50E-05,-0.25,-0.5,0.035,0.069138,0.2433,nSEG,2,LIDAR,-0.050138,-0.0433,2.638842105,0.2165,1.427671053
M11028,SFR,0.0001,5.50E-05,-0.25,-0.5,0.04,0.069042,0.2606,nSEG,2,LIDAR,-0.050042,-0.0606,2.633789474,0.303,1.468394737
M11029,SFR,0.0001,5.50E-05,-0.25,-0.5,0.05,0.068806,0.2923,nSEG,2,LIDAR,-0.049806,-0.0923,2.621368421,0.4615,1.541434211
M11030,SFR,0.0001,5.50E-05,-0.25,-0.5,0.08,0.06827,0.3719,nSEG,2,LIDAR,-0.04927,-0.1719,2.593157895,0.8595,1.726328947
M11031,SFR,0.0001,5.50E-05,-0.25,-0.25,0.03,0.06933,0.2023,nSEG,2,LIDAR,-0.05033,-0.0023,2.648947368,0.0115,1.330223684
M11032,SFR,0.0001,5.50E-05,-0.25,-0.25,0.035,0.06923,0.219,nSEG,2,LIDAR,-0.05023,-0.019,2.643684211,0.095,1.369342105
M11033,SFR,0.0001,5.50E-05,-0.25,-0.25,0.04,0.069139,0.2346,nSEG,2,LIDAR,-0.050139,-0.0346,2.638894737,0.173,1.405947368
M11034,SFR,0.0001,5.50E-05,-0.25,-0.25,0.05,0.068973,0.2633,nSEG,2,LIDAR,-0.049973,-0.0633,2.630157895,0.3165,1.473328947
M11035,SFR,0.0001,5.50E-05,-0.25,-0.25,0.08,0.068449,0.3352,nSEG,2,LIDAR,-0.049449,-0.1352,2.602578947,0.676,1.639289474
M11036,SFR,0.0001,5.50E-05,-0.25,0,0.03,0.069388,0.1879,nSEG,2,LIDAR,-0.050388,0.0121,2.652,0.0605,1.35625
M11037,SFR,0.0001,5.50E-05,-0.25,0,0.035,0.069293,0.2033,nSEG,2,LIDAR,-0.050293,-0.0033,2.647,0.0165,1.33175
M11038,SFR,0.0001,5.50E-05,-0.25,0,0.04,0.069204,0.2178,nSEG,2,LIDAR,-0.050204,-0.0178,2.642315789,0.089,1.365657895
M11039,SFR,0.0001,5.50E-05,-0.25,0,0.05,0.069043,0.2444,nSEG,2,LIDAR,-0.050043,-0.0444,2.633842105,0.222,1.427921053
M11040,SFR,0.0001,5.50E-05,-0.25,0,0.08,0.06856,0.3112,nSEG,2,LIDAR,-0.04956,-0.1112,2.608421053,0.556,1.582210526
M11041,SFR,0.0001,5.50E-05,-0.25,0.25,0.03,0.069427,0.1775,nSEG,2,LIDAR,-0.050427,0.0225,2.654052632,0.1125,1.383276316
M11042,SFR,0.0001,5.50E-05,-0.25,0.25,0.035,0.069338,0.192,nSEG,2,LIDAR,-0.050338,0.008,2.649368421,0.04,1.344684211
M11043,SFR,0.0001,5.50E-05,-0.25,0.25,0.04,0.069252,0.2056,nSEG,2,LIDAR,-0.050252,-0.0056,2.644842105,0.028,1.336421053
M11044,SFR,0.0001,5.50E-05,-0.25,0.25,0.05,0.069095,0.2306,nSEG,2,LIDAR,-0.050095,-0.0306,2.636578947,0.153,1.394789474
M11045,SFR,0.0001,5.50E-05,-0.25,0.25,0.08,0.068647,0.2938,nSEG,2,LIDAR,-0.049647,-0.0938,2.613,0.469,1.541
M11046,SFR,0.0001,5.50E-05,-0.25,0.5,0.03,0.069457,0.1694,nSEG,2,LIDAR,-0.050457,0.0306,2.655631579,0.153,1.404315789
M11047,SFR,0.0001,5.50E-05,-0.25,0.5,0.035,0.069373,0.1832,nSEG,2,LIDAR,-0.050373,0.0168,2.651210526,0.084,1.367605263
M11048,SFR,0.0001,5.50E-05,-0.25,0.5,0.04,0.069289,0.1962,nSEG,2,LIDAR,-0.050289,0.0038,2.646789474,0.019,1.332894737
M11049,SFR,0.0001,5.50E-05,-0.25,0.5,0.05,0.069135,0.22,nSEG,2,LIDAR,-0.050135,-0.02,2.638684211,0.1,1.369342105
M11050,SFR,0.0001,5.50E-05,-0.25,0.5,0.08,0.068709,0.2803,nSEG,2,LIDAR,-0.049709,-0.0803,2.616263158,0.4015,1.508881579
M11051,SFR,0.0001,5.50E-05,0,-0.5,0.03,0.06927,0.2247,nSEG,2,LIDAR,-0.05027,-0.0247,2.645789474,0.1235,1.384644737
M11052,SFR,0.0001,5.50E-05,0,-0.5,0.035,0.069169,0.2433,nSEG,2,LIDAR,-0.050169,-0.0433,2.640473684,0.2165,1.428486842
M11053,SFR,0.0001,5.50E-05,0,-0.5,0.04,0.069075,0.2607,nSEG,2,LIDAR,-0.050075,-0.0607,2.635526316,0.3035,1.469513158
M11054,SFR,0.0001,5.50E-05,0,-0.5,0.05,0.068845,0.2924,nSEG,2,LIDAR,-0.049845,-0.0924,2.623421053,0.462,1.542710526
M11055,SFR,0.0001,5.50E-05,0,-0.5,0.08,0.068321,0.3721,nSEG,2,LIDAR,-0.049321,-0.1721,2.595842105,0.8605,1.728171053
M11056,SFR,0.0001,5.50E-05,0,-0.25,0.03,0.069359,0.2023,nSEG,2,LIDAR,-0.050359,-0.0023,2.650473684,0.0115,1.330986842
M11057,SFR,0.0001,5.50E-05,0,-0.25,0.035,0.069261,0.2191,nSEG,2,LIDAR,-0.050261,-0.0191,2.645315789,0.0955,1.370407895
M11058,SFR,0.0001,5.50E-05,0,-0.25,0.04,0.069172,0.2347,nSEG,2,LIDAR,-0.050172,-0.0347,2.640631579,0.1735,1.407065789
M11059,SFR,0.0001,5.50E-05,0,-0.25,0.05,0.069012,0.2634,nSEG,2,LIDAR,-0.050012,-0.0634,2.632210526,0.317,1.474605263
M11060,SFR,0.0001,5.50E-05,0,-0.25,0.08,0.0685,0.3353,nSEG,2,LIDAR,-0.0495,-0.1353,2.605263158,0.6765,1.640881579
M11061,SFR,0.0001,5.50E-05,0,0,0.03,0.069416,0.1879,nSEG,2,LIDAR,-0.050416,0.0121,2.653473684,0.0605,1.356986842
M11062,SFR,0.0001,5.50E-05,0,0,0.035,0.069324,0.2034,nSEG,2,LIDAR,-0.050324,-0.0034,2.648631579,0.017,1.332815789
M11063,SFR,0.0001,5.50E-05,0,0,0.04,0.069237,0.2178,nSEG,2,LIDAR,-0.050237,-0.0178,2.644052632,0.089,1.366526316
M11064,SFR,0.0001,5.50E-05,0,0,0.05,0.069082,0.2444,nSEG,2,LIDAR,-0.050082,-0.0444,2.635894737,0.222,1.428947368
M11065,SFR,0.0001,5.50E-05,0,0,0.08,0.06861,0.3113,nSEG,2,LIDAR,-0.04961,-0.1113,2.611052632,0.5565,1.583776316
M11066,SFR,0.0001,5.50E-05,0,0.25,0.03,0.069456,0.1775,nSEG,2,LIDAR,-0.050456,0.0225,2.655578947,0.1125,1.384039474
M11067,SFR,0.0001,5.50E-05,0,0.25,0.035,0.069369,0.192,nSEG,2,LIDAR,-0.050369,0.008,2.651,0.04,1.3455
M11068,SFR,0.0001,5.50E-05,0,0.25,0.04,0.069286,0.2056,nSEG,2,LIDAR,-0.050286,-0.0056,2.646631579,0.028,1.337315789
M11069,SFR,0.0001,5.50E-05,0,0.25,0.05,0.069134,0.2307,nSEG,2,LIDAR,-0.050134,-0.0307,2.638631579,0.1535,1.396065789
M11070,SFR,0.0001,5.50E-05,0,0.25,0.08,0.068698,0.2939,nSEG,2,LIDAR,-0.049698,-0.0939,2.615684211,0.4695,1.542592105
M11071,SFR,0.0001,5.50E-05,0,0.5,0.03,0.069485,0.1694,nSEG,2,LIDAR,-0.050485,0.0306,2.657105263,0.153,1.405052632
M11072,SFR,0.0001,5.50E-05,0,0.5,0.035,0.069404,0.1833,nSEG,2,LIDAR,-0.050404,0.0167,2.652842105,0.0835,1.368171053
M11073,SFR,0.0001,5.50E-05,0,0.5,0.04,0.069323,0.1962,nSEG,2,LIDAR,-0.050323,0.0038,2.648578947,0.019,1.333789474
M11074,SFR,0.0001,5.50E-05,0,0.5,0.05,0.069174,0.2201,nSEG,2,LIDAR,-0.050174,-0.0201,2.640736842,0.1005,1.370618421
M11075,SFR,0.0001,5.50E-05,0,0.5,0.08,0.068759,0.2804,nSEG,2,LIDAR,-0.049759,-0.0804,2.618894737,0.402,1.510447368
M11076,SFR,0.0001,5.50E-05,0.25,-0.5,0.03,0.06929,0.2247,nSEG,2,LIDAR,-0.05029,-0.0247,2.646842105,0.1235,1.385171053
M11077,SFR,0.0001,5.50E-05,0.25,-0.5,0.035,0.069191,0.2434,nSEG,2,LIDAR,-0.050191,-0.0434,2.641631579,0.217,1.429315789
M11078,SFR,0.0001,5.50E-05,0.25,-0.5,0.04,0.069099,0.2608,nSEG,2,LIDAR,-0.050099,-0.0608,2.636789474,0.304,1.470394737
M11079,SFR,0.0001,5.50E-05,0.25,-0.5,0.05,0.068873,0.2925,nSEG,2,LIDAR,-0.049873,-0.0925,2.624894737,0.4625,1.543697368
M11080,SFR,0.0001,5.50E-05,0.25,-0.5,0.08,0.068358,0.3722,nSEG,2,LIDAR,-0.049358,-0.1722,2.597789474,0.861,1.729394737
M11081,SFR,0.0001,5.50E-05,0.25,-0.25,0.03,0.069379,0.2024,nSEG,2,LIDAR,-0.050379,-0.0024,2.651526316,0.012,1.331763158
M11082,SFR,0.0001,5.50E-05,0.25,-0.25,0.035,0.069284,0.2191,nSEG,2,LIDAR,-0.050284,-0.0191,2.646526316,0.0955,1.371013158
M11083,SFR,0.0001,5.50E-05,0.25,-0.25,0.04,0.069197,0.2347,nSEG,2,LIDAR,-0.050197,-0.0347,2.641947368,0.1735,1.407723684
M11084,SFR,0.0001,5.50E-05,0.25,-0.25,0.05,0.069039,0.2634,nSEG,2,LIDAR,-0.050039,-0.0634,2.633631579,0.317,1.475315789
M11085,SFR,0.0001,5.50E-05,0.25,-0.25,0.08,0.068536,0.3354,nSEG,2,LIDAR,-0.049536,-0.1354,2.607157895,0.677,1.642078947
M11086,SFR,0.0001,5.50E-05,0.25,0,0.03,0.069437,0.1879,nSEG,2,LIDAR,-0.050437,0.0121,2.654578947,0.0605,1.357539474
M11087,SFR,0.0001,5.50E-05,0.25,0,0.035,0.069346,0.2034,nSEG,2,LIDAR,-0.050346,-0.0034,2.649789474,0.017,1.333394737
M11088,SFR,0.0001,5.50E-05,0.25,0,0.04,0.069261,0.2179,nSEG,2,LIDAR,-0.050261,-0.0179,2.645315789,0.0895,1.367407895
M11089,SFR,0.0001,5.50E-05,0.25,0,0.05,0.069109,0.2445,nSEG,2,LIDAR,-0.050109,-0.0445,2.637315789,0.2225,1.429907895
M11090,SFR,0.0001,5.50E-05,0.25,0,0.08,0.068647,0.3114,nSEG,2,LIDAR,-0.049647,-0.1114,2.613,0.557,1.585
M11091,SFR,0.0001,5.50E-05,0.25,0.25,0.03,0.069476,0.1775,nSEG,2,LIDAR,-0.050476,0.0225,2.656631579,0.1125,1.384565789
M11092,SFR,0.0001,5.50E-05,0.25,0.25,0.035,0.069391,0.1921,nSEG,2,LIDAR,-0.050391,0.0079,2.652157895,0.0395,1.345828947
M11093,SFR,0.0001,5.50E-05,0.25,0.25,0.04,0.06931,0.2057,nSEG,2,LIDAR,-0.05031,-0.0057,2.647894737,0.0285,1.338197368
M11094,SFR,0.0001,5.50E-05,0.25,0.25,0.05,0.069161,0.2308,nSEG,2,LIDAR,-0.050161,-0.0308,2.640052632,0.154,1.397026316
M11095,SFR,0.0001,5.50E-05,0.25,0.25,0.08,0.068735,0.294,nSEG,2,LIDAR,-0.049735,-0.094,2.617631579,0.47,1.543815789
M11096,SFR,0.0001,5.50E-05,0.25,0.5,0.03,0.069506,0.1694,nSEG,2,LIDAR,-0.050506,0.0306,2.658210526,0.153,1.405605263
M11097,SFR,0.0001,5.50E-05,0.25,0.5,0.035,0.069426,0.1833,nSEG,2,LIDAR,-0.050426,0.0167,2.654,0.0835,1.36875
M11098,SFR,0.0001,5.50E-05,0.25,0.5,0.04,0.069347,0.1962,nSEG,2,LIDAR,-0.050347,0.0038,2.649842105,0.019,1.334421053
M11099,SFR,0.0001,5.50E-05,0.25,0.5,0.05,0.069202,0.2201,nSEG,2,LIDAR,-0.050202,-0.0201,2.642210526,0.1005,1.371355263
M11100,SFR,0.0001,5.50E-05,0.25,0.5,0.08,0.068796,0.2805,nSEG,2,LIDAR,-0.049796,-0.0805,2.620842105,0.4025,1.511671053
M11101,SFR,0.0001,5.50E-05,0.5,-0.5,0.03,0.069306,0.2247,nSEG,2,LIDAR,-0.050306,-0.0247,2.647684211,0.1235,1.385592105
M11102,SFR,0.0001,5.50E-05,0.5,-0.5,0.035,0.069208,0.2434,nSEG,2,LIDAR,-0.050208,-0.0434,2.642526316,0.217,1.429763158
M11103,SFR,0.0001,5.50E-05,0.5,-0.5,0.04,0.069118,0.2608,nSEG,2,LIDAR,-0.050118,-0.0608,2.637789474,0.304,1.470894737
M11104,SFR,0.0001,5.50E-05,0.5,-0.5,0.05,0.068894,0.2925,nSEG,2,LIDAR,-0.049894,-0.0925,2.626,0.4625,1.54425
M11105,SFR,0.0001,5.50E-05,0.5,-0.5,0.08,0.068386,0.3723,nSEG,2,LIDAR,-0.049386,-0.1723,2.599263158,0.8615,1.730381579
M11106,SFR,0.0001,5.50E-05,0.5,-0.25,0.03,0.069395,0.2024,nSEG,2,LIDAR,-0.050395,-0.0024,2.652368421,0.012,1.332184211
M11107,SFR,0.0001,5.50E-05,0.5,-0.25,0.035,0.069301,0.2191,nSEG,2,LIDAR,-0.050301,-0.0191,2.647421053,0.0955,1.371460526
M11108,SFR,0.0001,5.50E-05,0.5,-0.25,0.04,0.069215,0.2348,nSEG,2,LIDAR,-0.050215,-0.0348,2.642894737,0.174,1.408447368
M11109,SFR,0.0001,5.50E-05,0.5,-0.25,0.05,0.06906,0.2635,nSEG,2,LIDAR,-0.05006,-0.0635,2.634736842,0.3175,1.476118421
M11110,SFR,0.0001,5.50E-05,0.5,-0.25,0.08,0.068565,0.3355,nSEG,2,LIDAR,-0.049565,-0.1355,2.608684211,0.6775,1.643092105
M11111,SFR,0.0001,5.50E-05,0.5,0,0.03,0.069452,0.188,nSEG,2,LIDAR,-0.050452,0.012,2.655368421,0.06,1.357684211
M11112,SFR,0.0001,5.50E-05,0.5,0,0.035,0.069364,0.2034,nSEG,2,LIDAR,-0.050364,-0.0034,2.650736842,0.017,1.333868421
M11113,SFR,0.0001,5.50E-05,0.5,0,0.04,0.06928,0.2179,nSEG,2,LIDAR,-0.05028,-0.0179,2.646315789,0.0895,1.367907895
M11114,SFR,0.0001,5.50E-05,0.5,0,0.05,0.06913,0.2445,nSEG,2,LIDAR,-0.05013,-0.0445,2.638421053,0.2225,1.430460526
M11115,SFR,0.0001,5.50E-05,0.5,0,0.08,0.068675,0.3115,nSEG,2,LIDAR,-0.049675,-0.1115,2.614473684,0.5575,1.585986842
M11116,SFR,0.0001,5.50E-05,0.5,0.25,0.03,0.069492,0.1775,nSEG,2,LIDAR,-0.050492,0.0225,2.657473684,0.1125,1.384986842
M11117,SFR,0.0001,5.50E-05,0.5,0.25,0.035,0.069409,0.1921,nSEG,2,LIDAR,-0.050409,0.0079,2.653105263,0.0395,1.346302632
M11118,SFR,0.0001,5.50E-05,0.5,0.25,0.04,0.069329,0.2057,nSEG,2,LIDAR,-0.050329,-0.0057,2.648894737,0.0285,1.338697368
M11119,SFR,0.0001,5.50E-05,0.5,0.25,0.05,0.069183,0.2308,nSEG,2,LIDAR,-0.050183,-0.0308,2.641210526,0.154,1.397605263
M11120,SFR,0.0001,5.50E-05,0.5,0.25,0.08,0.068763,0.2941,nSEG,2,LIDAR,-0.049763,-0.0941,2.619105263,0.4705,1.544802632
M11121,SFR,0.0001,5.50E-05,0.5,0.5,0.03,0.069522,0.1695,nSEG,2,LIDAR,-0.050522,0.0305,2.659052632,0.1525,1.405776316
