model,package,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M10785,SFR,0.0001,5.50E-06,-0.25,-0.25,0.08,0.029304,0.2153,nSEG,2,LIDAR,-0.010304,-0.0153,0.542315789,0.0765,0.309407895
M10786,SFR,0.0001,5.50E-06,-0.25,0,0.03,0.029878,0.1228,nSEG,2,LIDAR,-0.010878,0.0772,0.572526316,0.386,0.479263158
M10787,SFR,0.0001,5.50E-06,-0.25,0,0.035,0.029812,0.1324,nSEG,2,LIDAR,-0.010812,0.0676,0.569052632,0.338,0.453526316
M10788,SFR,0.0001,5.50E-06,-0.25,0,0.04,0.02975,0.1413,nSEG,2,LIDAR,-0.01075,0.0587,0.565789474,0.2935,0.429644737
M10789,SFR,0.0001,5.50E-06,-0.25,0,0.05,0.029634,0.1579,nSEG,2,LIDAR,-0.010634,0.0421,0.559684211,0.2105,0.385092105
M10790,SFR,0.0001,5.50E-06,-0.25,0,0.08,0.029337,0.1999,nSEG,2,LIDAR,-0.010337,0.0001,0.544052632,0.0005,0.272276316
M10791,SFR,0.0001,5.50E-06,-0.25,0.25,0.03,0.029892,0.1162,nSEG,2,LIDAR,-0.010892,0.0838,0.573263158,0.419,0.496131579
M10792,SFR,0.0001,5.50E-06,-0.25,0.25,0.035,0.029827,0.1253,nSEG,2,LIDAR,-0.010827,0.0747,0.569842105,0.3735,0.471671053
M10793,SFR,0.0001,5.50E-06,-0.25,0.25,0.04,0.029766,0.1337,nSEG,2,LIDAR,-0.010766,0.0663,0.566631579,0.3315,0.449065789
M10794,SFR,0.0001,5.50E-06,-0.25,0.25,0.05,0.029653,0.1493,nSEG,2,LIDAR,-0.010653,0.0507,0.560684211,0.2535,0.407092105
M10795,SFR,0.0001,5.50E-06,-0.25,0.25,0.08,0.029361,0.1888,nSEG,2,LIDAR,-0.010361,0.0112,0.545315789,0.056,0.300657895
M10796,SFR,0.0001,5.50E-06,-0.25,0.5,0.03,0.029903,0.1112,nSEG,2,LIDAR,-0.010903,0.0888,0.573842105,0.444,0.508921053
M10797,SFR,0.0001,5.50E-06,-0.25,0.5,0.035,0.029839,0.1198,nSEG,2,LIDAR,-0.010839,0.0802,0.570473684,0.401,0.485736842
M10798,SFR,0.0001,5.50E-06,-0.25,0.5,0.04,0.029779,0.1278,nSEG,2,LIDAR,-0.010779,0.0722,0.567315789,0.361,0.464157895
M10799,SFR,0.0001,5.50E-06,-0.25,0.5,0.05,0.029667,0.1426,nSEG,2,LIDAR,-0.010667,0.0574,0.561421053,0.287,0.424210526
M10800,SFR,0.0001,5.50E-06,-0.25,0.5,0.08,0.02938,0.1802,nSEG,2,LIDAR,-0.01038,0.0198,0.546315789,0.099,0.322657895
M10801,SFR,0.0001,5.50E-06,0,-0.5,0.03,0.029869,0.1459,nSEG,2,LIDAR,-0.010869,0.0541,0.572052632,0.2705,0.421276316
M10802,SFR,0.0001,5.50E-06,0,-0.5,0.035,0.029801,0.1575,nSEG,2,LIDAR,-0.010801,0.0425,0.568473684,0.2125,0.390486842
M10803,SFR,0.0001,5.50E-06,0,-0.5,0.04,0.029739,0.1685,nSEG,2,LIDAR,-0.010739,0.0315,0.565210526,0.1575,0.361355263
M10804,SFR,0.0001,5.50E-06,0,-0.5,0.05,0.029622,0.1885,nSEG,2,LIDAR,-0.010622,0.0115,0.559052632,0.0575,0.308276316
M10805,SFR,0.0001,5.50E-06,0,-0.5,0.08,0.029322,0.2394,nSEG,2,LIDAR,-0.010322,-0.0394,0.543263158,0.197,0.370131579
M10806,SFR,0.0001,5.50E-06,0,-0.25,0.03,0.029898,0.1319,nSEG,2,LIDAR,-0.010898,0.0681,0.573578947,0.3405,0.457039474
M10807,SFR,0.0001,5.50E-06,0,-0.25,0.035,0.029834,0.1423,nSEG,2,LIDAR,-0.010834,0.0577,0.570210526,0.2885,0.429355263
M10808,SFR,0.0001,5.50E-06,0,-0.25,0.04,0.029774,0.152,nSEG,2,LIDAR,-0.010774,0.048,0.567052632,0.24,0.403526316
M10809,SFR,0.0001,5.50E-06,0,-0.25,0.05,0.029662,0.17,nSEG,2,LIDAR,-0.010662,0.03,0.561157895,0.15,0.355578947
M10810,SFR,0.0001,5.50E-06,0,-0.25,0.08,0.029373,0.2156,nSEG,2,LIDAR,-0.010373,-0.0156,0.545947368,0.078,0.311973684
M10811,SFR,0.0001,5.50E-06,0,0,0.03,0.029917,0.1228,nSEG,2,LIDAR,-0.010917,0.0772,0.574578947,0.386,0.480289474
M10812,SFR,0.0001,5.50E-06,0,0,0.035,0.029855,0.1324,nSEG,2,LIDAR,-0.010855,0.0676,0.571315789,0.338,0.454657895
M10813,SFR,0.0001,5.50E-06,0,0,0.04,0.029796,0.1415,nSEG,2,LIDAR,-0.010796,0.0585,0.568210526,0.2925,0.430355263
M10814,SFR,0.0001,5.50E-06,0,0,0.05,0.029687,0.158,nSEG,2,LIDAR,-0.010687,0.042,0.562473684,0.21,0.386236842
M10815,SFR,0.0001,5.50E-06,0,0,0.08,0.029406,0.2002,nSEG,2,LIDAR,-0.010406,-0.0002,0.547684211,0.001,0.274342105
M10816,SFR,0.0001,5.50E-06,0,0.25,0.03,0.029931,0.1163,nSEG,2,LIDAR,-0.010931,0.0837,0.575315789,0.4185,0.496907895
M10817,SFR,0.0001,5.50E-06,0,0.25,0.035,0.02987,0.1253,nSEG,2,LIDAR,-0.01087,0.0747,0.572105263,0.3735,0.472802632
M10818,SFR,0.0001,5.50E-06,0,0.25,0.04,0.029812,0.1338,nSEG,2,LIDAR,-0.010812,0.0662,0.569052632,0.331,0.450026316
M10819,SFR,0.0001,5.50E-06,0,0.25,0.05,0.029706,0.1494,nSEG,2,LIDAR,-0.010706,0.0506,0.563473684,0.253,0.408236842
M10820,SFR,0.0001,5.50E-06,0,0.25,0.08,0.02943,0.1891,nSEG,2,LIDAR,-0.01043,0.0109,0.548947368,0.0545,0.301723684
M10821,SFR,0.0001,5.50E-06,0,0.5,0.03,0.029942,0.1113,nSEG,2,LIDAR,-0.010942,0.0887,0.575894737,0.4435,0.509697368
M10822,SFR,0.0001,5.50E-06,0,0.5,0.035,0.029882,0.1199,nSEG,2,LIDAR,-0.010882,0.0801,0.572736842,0.4005,0.486618421
M10823,SFR,0.0001,5.50E-06,0,0.5,0.04,0.029825,0.1279,nSEG,2,LIDAR,-0.010825,0.0721,0.569736842,0.3605,0.465118421
M10824,SFR,0.0001,5.50E-06,0,0.5,0.05,0.02972,0.1427,nSEG,2,LIDAR,-0.01072,0.0573,0.564210526,0.2865,0.425355263
M10825,SFR,0.0001,5.50E-06,0,0.5,0.08,0.029449,0.1804,nSEG,2,LIDAR,-0.010449,0.0196,0.549947368,0.098,0.323973684
M10826,SFR,0.0001,5.50E-06,0.25,-0.5,0.03,0.029897,0.146,nSEG,2,LIDAR,-0.010897,0.054,0.573526316,0.27,0.421763158
M10827,SFR,0.0001,5.50E-06,0.25,-0.5,0.035,0.029832,0.1576,nSEG,2,LIDAR,-0.010832,0.0424,0.570105263,0.212,0.391052632
M10828,SFR,0.0001,5.50E-06,0.25,-0.5,0.04,0.029772,0.1686,nSEG,2,LIDAR,-0.010772,0.0314,0.566947368,0.157,0.361973684
M10829,SFR,0.0001,5.50E-06,0.25,-0.5,0.05,0.02966,0.1887,nSEG,2,LIDAR,-0.01066,0.0113,0.561052632,0.0565,0.308776316
M10830,SFR,0.0001,5.50E-06,0.25,-0.5,0.08,0.029371,0.2396,nSEG,2,LIDAR,-0.010371,-0.0396,0.545842105,0.198,0.371921053
M10831,SFR,0.0001,5.50E-06,0.25,-0.25,0.03,0.029926,0.1319,nSEG,2,LIDAR,-0.010926,0.0681,0.575052632,0.3405,0.457776316
M10832,SFR,0.0001,5.50E-06,0.25,-0.25,0.035,0.029865,0.1424,nSEG,2,LIDAR,-0.010865,0.0576,0.571842105,0.288,0.429921053
M10833,SFR,0.0001,5.50E-06,0.25,-0.25,0.04,0.029807,0.1521,nSEG,2,LIDAR,-0.010807,0.0479,0.568789474,0.2395,0.404144737
M10834,SFR,0.0001,5.50E-06,0.25,-0.25,0.05,0.0297,0.1701,nSEG,2,LIDAR,-0.0107,0.0299,0.563157895,0.1495,0.356328947
M10835,SFR,0.0001,5.50E-06,0.25,-0.25,0.08,0.029422,0.2158,nSEG,2,LIDAR,-0.010422,-0.0158,0.548526316,0.079,0.313763158
M10836,SFR,0.0001,5.50E-06,0.25,0,0.03,0.029945,0.1229,nSEG,2,LIDAR,-0.010945,0.0771,0.576052632,0.3855,0.480776316
M10837,SFR,0.0001,5.50E-06,0.25,0,0.035,0.029886,0.1325,nSEG,2,LIDAR,-0.010886,0.0675,0.572947368,0.3375,0.455223684
M10838,SFR,0.0001,5.50E-06,0.25,0,0.04,0.029829,0.1415,nSEG,2,LIDAR,-0.010829,0.0585,0.569947368,0.2925,0.431223684
M10839,SFR,0.0001,5.50E-06,0.25,0,0.05,0.029725,0.1581,nSEG,2,LIDAR,-0.010725,0.0419,0.564473684,0.2095,0.386986842
M10840,SFR,0.0001,5.50E-06,0.25,0,0.08,0.029456,0.2004,nSEG,2,LIDAR,-0.010456,-0.0004,0.550315789,0.002,0.276157895
M10841,SFR,0.0001,5.50E-06,0.25,0.25,0.03,0.029959,0.1164,nSEG,2,LIDAR,-0.010959,0.0836,0.576789474,0.418,0.497394737
M10842,SFR,0.0001,5.50E-06,0.25,0.25,0.035,0.029901,0.1254,nSEG,2,LIDAR,-0.010901,0.0746,0.573736842,0.373,0.473368421
M10843,SFR,0.0001,5.50E-06,0.25,0.25,0.04,0.029846,0.1339,nSEG,2,LIDAR,-0.010846,0.0661,0.570842105,0.3305,0.450671053
M10844,SFR,0.0001,5.50E-06,0.25,0.25,0.05,0.029744,0.1495,nSEG,2,LIDAR,-0.010744,0.0505,0.565473684,0.2525,0.408986842
M10845,SFR,0.0001,5.50E-06,0.25,0.25,0.08,0.02948,0.1892,nSEG,2,LIDAR,-0.01048,0.0108,0.551578947,0.054,0.302789474
M10846,SFR,0.0001,5.50E-06,0.25,0.5,0.03,0.02997,0.1113,nSEG,2,LIDAR,-0.01097,0.0887,0.577368421,0.4435,0.510434211
M10847,SFR,0.0001,5.50E-06,0.25,0.5,0.035,0.029912,0.1199,nSEG,2,LIDAR,-0.010912,0.0801,0.574315789,0.4005,0.487407895
M10848,SFR,0.0001,5.50E-06,0.25,0.5,0.04,0.029858,0.128,nSEG,2,LIDAR,-0.010858,0.072,0.571473684,0.36,0.465736842
M10849,SFR,0.0001,5.50E-06,0.25,0.5,0.05,0.029758,0.1428,nSEG,2,LIDAR,-0.010758,0.0572,0.566210526,0.286,0.426105263
M10850,SFR,0.0001,5.50E-06,0.25,0.5,0.08,0.029498,0.1806,nSEG,2,LIDAR,-0.010498,0.0194,0.552526316,0.097,0.324763158
M10851,SFR,0.0001,5.50E-06,0.5,-0.5,0.03,0.029918,0.146,nSEG,2,LIDAR,-0.010918,0.054,0.574631579,0.27,0.422315789
M10852,SFR,0.0001,5.50E-06,0.5,-0.5,0.035,0.029855,0.1577,nSEG,2,LIDAR,-0.010855,0.0423,0.571315789,0.2115,0.391407895
M10853,SFR,0.0001,5.50E-06,0.5,-0.5,0.04,0.029797,0.1686,nSEG,2,LIDAR,-0.010797,0.0314,0.568263158,0.157,0.362631579
M10854,SFR,0.0001,5.50E-06,0.5,-0.5,0.05,0.029689,0.1888,nSEG,2,LIDAR,-0.010689,0.0112,0.562578947,0.056,0.309289474
M10855,SFR,0.0001,5.50E-06,0.5,-0.5,0.08,0.029409,0.2398,nSEG,2,LIDAR,-0.010409,-0.0398,0.547842105,0.199,0.373421053
M10856,SFR,0.0001,5.50E-06,0.5,-0.25,0.03,0.029948,0.132,nSEG,2,LIDAR,-0.010948,0.068,0.576210526,0.34,0.458105263
M10857,SFR,0.0001,5.50E-06,0.5,-0.25,0.035,0.029888,0.1424,nSEG,2,LIDAR,-0.010888,0.0576,0.573052632,0.288,0.430526316
M10858,SFR,0.0001,5.50E-06,0.5,-0.25,0.04,0.029833,0.1522,nSEG,2,LIDAR,-0.010833,0.0478,0.570157895,0.239,0.404578947
M10859,SFR,0.0001,5.50E-06,0.5,-0.25,0.05,0.029729,0.1702,nSEG,2,LIDAR,-0.010729,0.0298,0.564684211,0.149,0.356842105
M10860,SFR,0.0001,5.50E-06,0.5,-0.25,0.08,0.029461,0.2159,nSEG,2,LIDAR,-0.010461,-0.0159,0.550578947,0.0795,0.315039474
M10861,SFR,0.0001,5.50E-06,0.5,0,0.03,0.029967,0.1229,nSEG,2,LIDAR,-0.010967,0.0771,0.577210526,0.3855,0.481355263
M10862,SFR,0.0001,5.50E-06,0.5,0,0.035,0.029909,0.1326,nSEG,2,LIDAR,-0.010909,0.0674,0.574157895,0.337,0.455578947
M10863,SFR,0.0001,5.50E-06,0.5,0,0.04,0.029855,0.1416,nSEG,2,LIDAR,-0.010855,0.0584,0.571315789,0.292,0.431657895
M10864,SFR,0.0001,5.50E-06,0.5,0,0.05,0.029754,0.1582,nSEG,2,LIDAR,-0.010754,0.0418,0.566,0.209,0.3875
M10865,SFR,0.0001,5.50E-06,0.5,0,0.08,0.029494,0.2005,nSEG,2,LIDAR,-0.010494,-0.0005,0.552315789,0.0025,0.277407895
M10866,SFR,0.0001,5.50E-06,0.5,0.25,0.03,0.029981,0.1164,nSEG,2,LIDAR,-0.010981,0.0836,0.577947368,0.418,0.497973684
M10867,SFR,0.0001,5.50E-06,0.5,0.25,0.035,0.029924,0.1255,nSEG,2,LIDAR,-0.010924,0.0745,0.574947368,0.3725,0.473723684
M10868,SFR,0.0001,5.50E-06,0.5,0.25,0.04,0.029871,0.1339,nSEG,2,LIDAR,-0.010871,0.0661,0.572157895,0.3305,0.451328947
M10869,SFR,0.0001,5.50E-06,0.5,0.25,0.05,0.029773,0.1496,nSEG,2,LIDAR,-0.010773,0.0504,0.567,0.252,0.4095
M10870,SFR,0.0001,5.50E-06,0.5,0.25,0.08,0.029518,0.1893,nSEG,2,LIDAR,-0.010518,0.0107,0.553578947,0.0535,0.303539474
M10871,SFR,0.0001,5.50E-06,0.5,0.5,0.03,0.029991,0.1114,nSEG,2,LIDAR,-0.010991,0.0886,0.578473684,0.443,0.510736842
M10872,SFR,0.0001,5.50E-06,0.5,0.5,0.035,0.029936,0.12,nSEG,2,LIDAR,-0.010936,0.08,0.575578947,0.4,0.487789474
M10873,SFR,0.0001,5.50E-06,0.5,0.5,0.04,0.029884,0.128,nSEG,2,LIDAR,-0.010884,0.072,0.572842105,0.36,0.466421053
M10874,SFR,0.0001,5.50E-06,0.5,0.5,0.05,0.029787,0.1429,nSEG,2,LIDAR,-0.010787,0.0571,0.567736842,0.2855,0.426618421
M10875,SFR,0.0001,5.50E-06,0.5,0.5,0.08,0.029537,0.1807,nSEG,2,LIDAR,-0.010537,0.0193,0.554578947,0.0965,0.325539474
M10876,SFR,0.0001,1.00E-05,-0.5,-0.5,0.03,0.034198,0.1562,nSEG,2,LIDAR,-0.015198,0.0438,0.799894737,0.219,0.509447368
M10877,SFR,0.0001,1.00E-05,-0.5,-0.5,0.035,0.034107,0.1688,nSEG,2,LIDAR,-0.015107,0.0312,0.795105263,0.156,0.475552632
M10878,SFR,0.0001,1.00E-05,-0.5,-0.5,0.04,0.03402,0.1805,nSEG,2,LIDAR,-0.01502,0.0195,0.790526316,0.0975,0.444013158
M10879,SFR,0.0001,1.00E-05,-0.5,-0.5,0.05,0.033859,0.202,nSEG,2,LIDAR,-0.014859,-0.002,0.782052632,0.01,0.396026316
M10880,SFR,0.0001,1.00E-05,-0.5,-0.5,0.08,0.033446,0.2564,nSEG,2,LIDAR,-0.014446,-0.0564,0.760315789,0.282,0.521157895
M10881,SFR,0.0001,1.00E-05,-0.5,-0.25,0.03,0.034248,0.1411,nSEG,2,LIDAR,-0.015248,0.0589,0.802526316,0.2945,0.548513158
M10882,SFR,0.0001,1.00E-05,-0.5,-0.25,0.035,0.034161,0.1523,nSEG,2,LIDAR,-0.015161,0.0477,0.797947368,0.2385,0.518223684
M10883,SFR,0.0001,1.00E-05,-0.5,-0.25,0.04,0.03408,0.1628,nSEG,2,LIDAR,-0.01508,0.0372,0.793684211,0.186,0.489842105
M10884,SFR,0.0001,1.00E-05,-0.5,-0.25,0.05,0.033927,0.1821,nSEG,2,LIDAR,-0.014927,0.0179,0.785631579,0.0895,0.437565789
M10885,SFR,0.0001,1.00E-05,-0.5,-0.25,0.08,0.033534,0.231,nSEG,2,LIDAR,-0.014534,-0.031,0.764947368,0.155,0.459973684
M10886,SFR,0.0001,1.00E-05,-0.5,0,0.03,0.034281,0.1314,nSEG,2,LIDAR,-0.015281,0.0686,0.804263158,0.343,0.573631579
M10887,SFR,0.0001,1.00E-05,-0.5,0,0.035,0.034197,0.1417,nSEG,2,LIDAR,-0.015197,0.0583,0.799842105,0.2915,0.545671053
M10888,SFR,0.0001,1.00E-05,-0.5,0,0.04,0.034117,0.1514,nSEG,2,LIDAR,-0.015117,0.0486,0.795631579,0.243,0.519315789
M10889,SFR,0.0001,1.00E-05,-0.5,0,0.05,0.033971,0.1693,nSEG,2,LIDAR,-0.014971,0.0307,0.787947368,0.1535,0.470723684
M10890,SFR,0.0001,1.00E-05,-0.5,0,0.08,0.033591,0.2145,nSEG,2,LIDAR,-0.014591,-0.0145,0.767947368,0.0725,0.420223684
M10891,SFR,0.0001,1.00E-05,-0.5,0.25,0.03,0.034304,0.1244,nSEG,2,LIDAR,-0.015304,0.0756,0.805473684,0.378,0.591736842
M10892,SFR,0.0001,1.00E-05,-0.5,0.25,0.035,0.034222,0.1341,nSEG,2,LIDAR,-0.015222,0.0659,0.801157895,0.3295,0.565328947
M10893,SFR,0.0001,1.00E-05,-0.5,0.25,0.04,0.034145,0.1432,nSEG,2,LIDAR,-0.015145,0.0568,0.797105263,0.284,0.540552632
M10894,SFR,0.0001,1.00E-05,-0.5,0.25,0.05,0.034002,0.16,nSEG,2,LIDAR,-0.015002,0.04,0.789578947,0.2,0.494789474
M10895,SFR,0.0001,1.00E-05,-0.5,0.25,0.08,0.033632,0.2025,nSEG,2,LIDAR,-0.014632,-0.0025,0.770105263,0.0125,0.391302632
M10896,SFR,0.0001,1.00E-05,-0.5,0.5,0.03,0.034322,0.1189,nSEG,2,LIDAR,-0.015322,0.0811,0.806421053,0.4055,0.605960526
M10897,SFR,0.0001,1.00E-05,-0.5,0.5,0.035,0.034242,0.1282,nSEG,2,LIDAR,-0.015242,0.0718,0.802210526,0.359,0.580605263
M10898,SFR,0.0001,1.00E-05,-0.5,0.5,0.04,0.034166,0.1369,nSEG,2,LIDAR,-0.015166,0.0631,0.798210526,0.3155,0.556855263
M10899,SFR,0.0001,1.00E-05,-0.5,0.5,0.05,0.034026,0.1528,nSEG,2,LIDAR,-0.015026,0.0472,0.790842105,0.236,0.513421053
M10900,SFR,0.0001,1.00E-05,-0.5,0.5,0.08,0.033664,0.1933,nSEG,2,LIDAR,-0.014664,0.0067,0.771789474,0.0335,0.402644737
M10901,SFR,0.0001,1.00E-05,-0.25,-0.5,0.03,0.034257,0.1564,nSEG,2,LIDAR,-0.015257,0.0436,0.803,0.218,0.5105
M10902,SFR,0.0001,1.00E-05,-0.25,-0.5,0.035,0.034171,0.1689,nSEG,2,LIDAR,-0.015171,0.0311,0.798473684,0.1555,0.476986842
M10903,SFR,0.0001,1.00E-05,-0.25,-0.5,0.04,0.03409,0.1807,nSEG,2,LIDAR,-0.01509,0.0193,0.794210526,0.0965,0.445355263
M10904,SFR,0.0001,1.00E-05,-0.25,-0.5,0.05,0.033938,0.2023,nSEG,2,LIDAR,-0.014938,-0.0023,0.786210526,0.0115,0.398855263
M10905,SFR,0.0001,1.00E-05,-0.25,-0.5,0.08,0.03355,0.2568,nSEG,2,LIDAR,-0.01455,-0.0568,0.765789474,0.284,0.524894737
M10906,SFR,0.0001,1.00E-05,-0.25,-0.25,0.03,0.034307,0.1412,nSEG,2,LIDAR,-0.015307,0.0588,0.805631579,0.294,0.549815789
M10907,SFR,0.0001,1.00E-05,-0.25,-0.25,0.035,0.034226,0.1525,nSEG,2,LIDAR,-0.015226,0.0475,0.801368421,0.2375,0.519434211
M10908,SFR,0.0001,1.00E-05,-0.25,-0.25,0.04,0.034149,0.163,nSEG,2,LIDAR,-0.015149,0.037,0.797315789,0.185,0.491157895
M10909,SFR,0.0001,1.00E-05,-0.25,-0.25,0.05,0.034006,0.1823,nSEG,2,LIDAR,-0.015006,0.0177,0.789789474,0.0885,0.439144737
M10910,SFR,0.0001,1.00E-05,-0.25,-0.25,0.08,0.033638,0.2314,nSEG,2,LIDAR,-0.014638,-0.0314,0.770421053,0.157,0.463710526
M10911,SFR,0.0001,1.00E-05,-0.25,0,0.03,0.034339,0.1315,nSEG,2,LIDAR,-0.015339,0.0685,0.807315789,0.3425,0.574907895
M10912,SFR,0.0001,1.00E-05,-0.25,0,0.035,0.034261,0.1419,nSEG,2,LIDAR,-0.015261,0.0581,0.803210526,0.2905,0.546855263
M10913,SFR,0.0001,1.00E-05,-0.25,0,0.04,0.034187,0.1516,nSEG,2,LIDAR,-0.015187,0.0484,0.799315789,0.242,0.520657895
M10914,SFR,0.0001,1.00E-05,-0.25,0,0.05,0.03405,0.1695,nSEG,2,LIDAR,-0.01505,0.0305,0.792105263,0.1525,0.472302632
M10915,SFR,0.0001,1.00E-05,-0.25,0,0.08,0.033695,0.2148,nSEG,2,LIDAR,-0.014695,-0.0148,0.773421053,0.074,0.423710526
M10916,SFR,0.0001,1.00E-05,-0.25,0.25,0.03,0.034363,0.1245,nSEG,2,LIDAR,-0.015363,0.0755,0.808578947,0.3775,0.593039474
M10917,SFR,0.0001,1.00E-05,-0.25,0.25,0.035,0.034286,0.1342,nSEG,2,LIDAR,-0.015286,0.0658,0.804526316,0.329,0.566763158
M10918,SFR,0.0001,1.00E-05,-0.25,0.25,0.04,0.034214,0.1434,nSEG,2,LIDAR,-0.015214,0.0566,0.800736842,0.283,0.541868421
M10919,SFR,0.0001,1.00E-05,-0.25,0.25,0.05,0.034081,0.1602,nSEG,2,LIDAR,-0.015081,0.0398,0.793736842,0.199,0.496368421
M10920,SFR,0.0001,1.00E-05,-0.25,0.25,0.08,0.033736,0.2029,nSEG,2,LIDAR,-0.014736,-0.0029,0.775578947,0.0145,0.395039474
M10921,SFR,0.0001,1.00E-05,-0.25,0.5,0.03,0.034381,0.119,nSEG,2,LIDAR,-0.015381,0.081,0.809526316,0.405,0.607263158
M10922,SFR,0.0001,1.00E-05,-0.25,0.5,0.035,0.034306,0.1283,nSEG,2,LIDAR,-0.015306,0.0717,0.805578947,0.3585,0.582039474
M10923,SFR,0.0001,1.00E-05,-0.25,0.5,0.04,0.034235,0.137,nSEG,2,LIDAR,-0.015235,0.063,0.801842105,0.315,0.558421053
M10924,SFR,0.0001,1.00E-05,-0.25,0.5,0.05,0.034105,0.153,nSEG,2,LIDAR,-0.015105,0.047,0.795,0.235,0.515
M10925,SFR,0.0001,1.00E-05,-0.25,0.5,0.08,0.033767,0.1936,nSEG,2,LIDAR,-0.014767,0.0064,0.777210526,0.032,0.404605263
M10926,SFR,0.0001,1.00E-05,0,-0.5,0.03,0.034295,0.1564,nSEG,2,LIDAR,-0.015295,0.0436,0.805,0.218,0.5115
M10927,SFR,0.0001,1.00E-05,0,-0.5,0.035,0.034212,0.169,nSEG,2,LIDAR,-0.015212,0.031,0.800631579,0.155,0.477815789
M10928,SFR,0.0001,1.00E-05,0,-0.5,0.04,0.034134,0.1808,nSEG,2,LIDAR,-0.015134,0.0192,0.796526316,0.096,0.446263158
M10929,SFR,0.0001,1.00E-05,0,-0.5,0.05,0.033989,0.2024,nSEG,2,LIDAR,-0.014989,-0.0024,0.788894737,0.012,0.400447368
M10930,SFR,0.0001,1.00E-05,0,-0.5,0.08,0.033616,0.2571,nSEG,2,LIDAR,-0.014616,-0.0571,0.769263158,0.2855,0.527381579
M10931,SFR,0.0001,1.00E-05,0,-0.25,0.03,0.034345,0.1413,nSEG,2,LIDAR,-0.015345,0.0587,0.807631579,0.2935,0.550565789
M10932,SFR,0.0001,1.00E-05,0,-0.25,0.035,0.034267,0.1526,nSEG,2,LIDAR,-0.015267,0.0474,0.803526316,0.237,0.520263158
M10933,SFR,0.0001,1.00E-05,0,-0.25,0.04,0.034193,0.1631,nSEG,2,LIDAR,-0.015193,0.0369,0.799631579,0.1845,0.492065789
M10934,SFR,0.0001,1.00E-05,0,-0.25,0.05,0.034057,0.1825,nSEG,2,LIDAR,-0.015057,0.0175,0.792473684,0.0875,0.439986842
M10935,SFR,0.0001,1.00E-05,0,-0.25,0.08,0.033704,0.2316,nSEG,2,LIDAR,-0.014704,-0.0316,0.773894737,0.158,0.465947368
M10936,SFR,0.0001,1.00E-05,0,0,0.03,0.034377,0.1316,nSEG,2,LIDAR,-0.015377,0.0684,0.809315789,0.342,0.575657895
M10937,SFR,0.0001,1.00E-05,0,0,0.035,0.034302,0.142,nSEG,2,LIDAR,-0.015302,0.058,0.805368421,0.29,0.547684211
M10938,SFR,0.0001,1.00E-05,0,0,0.04,0.034231,0.1517,nSEG,2,LIDAR,-0.015231,0.0483,0.801631579,0.2415,0.521565789
M10939,SFR,0.0001,1.00E-05,0,0,0.05,0.034101,0.1696,nSEG,2,LIDAR,-0.015101,0.0304,0.794789474,0.152,0.473394737
M10940,SFR,0.0001,1.00E-05,0,0,0.08,0.033761,0.2151,nSEG,2,LIDAR,-0.014761,-0.0151,0.776894737,0.0755,0.426197368
M10941,SFR,0.0001,1.00E-05,0,0.25,0.03,0.0344,0.1245,nSEG,2,LIDAR,-0.0154,0.0755,0.810526316,0.3775,0.594013158
M10942,SFR,0.0001,1.00E-05,0,0.25,0.035,0.034327,0.1343,nSEG,2,LIDAR,-0.015327,0.0657,0.806684211,0.3285,0.567592105
M10943,SFR,0.0001,1.00E-05,0,0.25,0.04,0.034259,0.1434,nSEG,2,LIDAR,-0.015259,0.0566,0.803105263,0.283,0.543052632
M10944,SFR,0.0001,1.00E-05,0,0.25,0.05,0.034132,0.1603,nSEG,2,LIDAR,-0.015132,0.0397,0.796421053,0.1985,0.497460526
M10945,SFR,0.0001,1.00E-05,0,0.25,0.08,0.033802,0.2031,nSEG,2,LIDAR,-0.014802,-0.0031,0.779052632,0.0155,0.397276316
M10946,SFR,0.0001,1.00E-05,0,0.5,0.03,0.034419,0.1191,nSEG,2,LIDAR,-0.015419,0.0809,0.811526316,0.4045,0.608013158
M10947,SFR,0.0001,1.00E-05,0,0.5,0.035,0.034347,0.1284,nSEG,2,LIDAR,-0.015347,0.0716,0.807736842,0.358,0.582868421
M10948,SFR,0.0001,1.00E-05,0,0.5,0.04,0.03428,0.1371,nSEG,2,LIDAR,-0.01528,0.0629,0.804210526,0.3145,0.559355263
M10949,SFR,0.0001,1.00E-05,0,0.5,0.05,0.034155,0.1531,nSEG,2,LIDAR,-0.015155,0.0469,0.797631579,0.2345,0.516065789
M10950,SFR,0.0001,1.00E-05,0,0.5,0.08,0.033834,0.1938,nSEG,2,LIDAR,-0.014834,0.0062,0.780736842,0.031,0.405868421
M10951,SFR,0.0001,1.00E-05,0.25,-0.5,0.03,0.034322,0.1565,nSEG,2,LIDAR,-0.015322,0.0435,0.806421053,0.2175,0.511960526
M10952,SFR,0.0001,1.00E-05,0.25,-0.5,0.035,0.034242,0.1691,nSEG,2,LIDAR,-0.015242,0.0309,0.802210526,0.1545,0.478355263
M10953,SFR,0.0001,1.00E-05,0.25,-0.5,0.04,0.034166,0.1809,nSEG,2,LIDAR,-0.015166,0.0191,0.798210526,0.0955,0.446855263
